..\datos\GKD-b_10_n25_m7.txt;23.2651;9.4
..\datos\GKD-b_11_n50_m5.txt;11.2681;14.2
..\datos\GKD-b_12_n50_m5.txt;5.38995;15.4
..\datos\GKD-b_13_n50_m5.txt;12.8831;12.6
..\datos\GKD-b_14_n50_m5.txt;22.487;13.6
..\datos\GKD-b_15_n50_m5.txt;14.3793;10.6
..\datos\GKD-b_16_n50_m15.txt;86.2471;64.6
..\datos\GKD-b_17_n50_m15.txt;139.38;26.4
..\datos\GKD-b_18_n50_m15.txt;136.282;29.6
..\datos\GKD-b_19_n50_m15.txt;85.3784;60.2
..\datos\GKD-b_1_n25_m2.txt;0;2
..\datos\GKD-b_20_n50_m15.txt;125.922;42.6
..\datos\GKD-b_21_n100_m10.txt;53.2587;214.2
..\datos\GKD-b_22_n100_m10.txt;25.3282;175.6
..\datos\GKD-b_23_n100_m10.txt;44.846;262.8
..\datos\GKD-b_24_n100_m10.txt;32.4711;85.8
..\datos\GKD-b_25_n100_m10.txt;43.8024;129.6
..\datos\GKD-b_26_n100_m30.txt;350.716;547.2
..\datos\GKD-b_27_n100_m30.txt;238.835;828.8
..\datos\GKD-b_28_n100_m30.txt;178.767;1203
..\datos\GKD-b_29_n100_m30.txt;273.175;665.8
..\datos\GKD-b_2_n25_m2.txt;0;2
..\datos\GKD-b_30_n100_m30.txt;267.634;1315.4
..\datos\GKD-b_31_n125_m12.txt;46.1691;419.6
..\datos\GKD-b_32_n125_m12.txt;49.8531;188.2
..\datos\GKD-b_33_n125_m12.txt;56.6657;317.6
..\datos\GKD-b_34_n125_m12.txt;47.527;306.2
..\datos\GKD-b_35_n125_m12.txt;105.574;261.6
..\datos\GKD-b_36_n125_m37.txt;282.871;1385.4
..\datos\GKD-b_37_n125_m37.txt;367.507;1832.8
..\datos\GKD-b_38_n125_m37.txt;435.944;710.8
..\datos\GKD-b_39_n125_m37.txt;323.708;957.8
..\datos\GKD-b_3_n25_m2.txt;0;2
..\datos\GKD-b_40_n125_m37.txt;421.12;861
..\datos\GKD-b_41_n150_m15.txt;68.7874;481.2
..\datos\GKD-b_42_n150_m15.txt;61.077;792.8
..\datos\GKD-b_43_n150_m15.txt;49.5956;711.8
..\datos\GKD-b_44_n150_m15.txt;77.3781;514.2
..\datos\GKD-b_45_n150_m15.txt;66.002;495.2
..\datos\GKD-b_46_n150_m45.txt;567.293;3202.6
..\datos\GKD-b_47_n150_m45.txt;457.549;2081.4
..\datos\GKD-b_48_n150_m45.txt;561.82;1538
..\datos\GKD-b_49_n150_m45.txt;379.126;4543.2
..\datos\GKD-b_4_n25_m2.txt;0;1.8
..\datos\GKD-b_50_n150_m45.txt;413.799;2303.6
..\datos\GKD-b_5_n25_m2.txt;0;2
..\datos\GKD-b_6_n25_m7.txt;27.2719;6.8
..\datos\GKD-b_7_n25_m7.txt;31.6957;4.4
..\datos\GKD-b_8_n25_m7.txt;48.0244;4.4
..\datos\GKD-b_9_n25_m7.txt;39.2528;4
